,handle,solvedCount,voteCount,class,tier,ratingByProblemsSum,university
skuldnorniern,skuldnorniern,160,0,1,15,1314,국민대학교
skush,skush,20,0,0,5,178,성균관대학교
skvkffish,skvkffish,216,0,3,14,1037,아주대학교
skwang4010,skwang4010,221,0,3,14,1132,한양대학교
sky0331,sky0331,1631,463,6,20,1770,성균관대학교
sky27,sky27,122,0,2,9,481,고려대학교
sky4tony,sky4tony,341,0,2,12,843,경북대학교
sky4us,sky4us,86,0,1,7,225,고려대학교
sky518303,sky518303,257,0,4,14,1042,성균관대학교
skyblue02,skyblue02,542,34,7,22,1905,한양대학교
skyblue300a,skyblue300a,56,0,0,7,327,고려대학교
skydiving123,skydiving123,26,0,1,4,84,서울대학교
skyepodium,skyepodium,766,0,5,17,1417,숭실대학교
skyhero97,skyhero97,11,0,0,0,14,한양대학교
skyhp,skyhp,1178,0,6,17,1455,국민대학교
skyisclear,skyisclear,481,0,4,15,1253,연세대학교
skyland310,skyland310,928,40,6,19,1604,고려대학교
skyljw0714,skyljw0714,88,0,1,7,298,KAIST
skyload96,skyload96,179,0,8,18,1572,KAIST
skyme,skyme,462,0,3,14,1010,서강대학교
skyp0714,skyp0714,160,0,4,14,1130,서울대학교
skyrhim,skyrhim,327,0,3,14,1072,고려대학교
skys7297,skys7297,38,0,0,8,381,연세대학교
skysaver00,skysaver00,552,0,5,16,1294,아주대학교
skytree2002,skytree2002,441,0,4,14,959,고려대학교
skyv2080,skyv2080,59,0,1,7,305,숭실대학교
skyway21c,skyway21c,163,0,2,11,694,한양대학교
slackjawed,slackjawed,714,0,4,15,1143,서울대학교
slah007,slah007,1485,736,8,25,2214,POSTECH
slatnrh,slatnrh,226,0,3,13,896,경북대학교
slimshady5,slimshady5,676,0,4,17,1562,성균관대학교
slna97,slna97,692,0,5,16,1334,중앙대학교
slnam0415,slnam0415,55,0,1,6,137,국민대학교
sm0514sm,sm0514sm,124,0,1,10,689,아주대학교
sm1108shin,sm1108shin,192,0,4,15,1220,경북대학교
sm970124,sm970124,1345,7,7,22,1973,경북대학교
sm_an,sm_an,145,0,2,11,682,연세대학교
smacow,smacow,163,0,3,11,725,숭실대학교
smart8612,smart8612,211,0,4,13,982,국민대학교
smashman,smashman,154,0,4,14,1057,서강대학교
smc3843,smc3843,263,0,5,15,1234,국민대학교
smch0323,smch0323,268,0,4,15,1177,한양대학교
smcubez48,smcubez48,49,0,1,6,176,국민대학교
smgcpp,smgcpp,67,0,1,7,259,고려대학교
smgoue12,smgoue12,57,0,1,6,140,고려대학교
smh23star,smh23star,26,0,0,1,38,연세대학교
smil05299,smil05299,14,0,0,4,109,고려대학교
smileone0120,smileone0120,4,0,0,0,4,서강대학교
smilu2245,smilu2245,1062,15,9,24,2165,한양대학교
smin1363,smin1363,122,0,2,8,327,고려대학교
sminyu,sminyu,30,0,0,5,175,연세대학교
smj9709,smj9709,52,0,1,6,183,연세대학교
smk777,smk777,140,0,2,10,549,고려대학교
smkm1568,smkm1568,267,0,5,16,1318,중앙대학교
sml0399,sml0399,85,0,1,8,330,KAIST
smlee1014,smlee1014,343,0,5,17,1519,고려대학교
smmaker118,smmaker118,2052,1087,7,21,1872,중앙대학교
smpak,smpak,244,0,3,13,1002,KAIST
smsh0722,smsh0722,225,0,2,15,1412,성균관대학교
smsm8111,smsm8111,597,31,6,20,1709,아주대학교
smsterry,smsterry,152,0,5,15,1227,KAIST
smsung1026,smsung1026,33,0,0,3,72,연세대학교
smtsyh,smtsyh,311,0,3,15,1208,한양대학교
smy37,smy37,264,0,4,15,1228,연세대학교
smy4024169,smy4024169,533,35,6,19,1685,고려대학교
snakes0625,snakes0625,76,0,1,7,229,한양대학교
snape01265,snape01265,101,0,1,10,685,연세대학교
sndi123456789,sndi123456789,49,0,3,9,399,경북대학교
sne0103,sne0103,184,0,3,15,1340,성균관대학교
snmhz325,snmhz325,165,6,5,16,1316,경북대학교
snnthng,snnthng,287,0,3,12,860,국민대학교
snooopy,snooopy,94,0,1,10,693,고려대학교
snoop106,snoop106,28,0,1,4,75,고려대학교
snoopy212400,snoopy212400,7,0,0,1,25,서울대학교
snowbj,snowbj,356,0,3,14,1032,KAIST
snowdolf99,snowdolf99,582,0,4,15,1194,성균관대학교
snowflake,snowflake,505,422,0,23,2294,연세대학교
snowgot,snowgot,18,0,0,5,168,아주대학교
snowjam02,snowjam02,131,0,0,11,804,국민대학교
snrnsidy,snrnsidy,6824,374,8,26,2311,서강대학교
snshator,snshator,24,0,0,5,153,중앙대학교
snuece15,snuece15,587,0,5,17,1450,서울대학교
snuff12,snuff12,14,0,0,5,164,서울대학교
snukcw128,snukcw128,11,0,0,0,14,서울대학교
soarhigh03,soarhigh03,207,0,4,14,1022,서울대학교
sobija1,sobija1,281,0,4,15,1212,경북대학교
soc05129,soc05129,28,0,0,5,138,서울대학교
socm9145,socm9145,487,123,5,17,1414,경북대학교
soda5406,soda5406,212,0,5,16,1403,서울대학교
sodabori,sodabori,167,0,2,12,892,POSTECH
sodiumd,sodiumd,89,0,2,9,440,국민대학교
sodlfmadms,sodlfmadms,350,0,4,15,1226,중앙대학교
soeun0108,soeun0108,167,0,2,9,406,국민대학교
softcau2020,softcau2020,67,0,1,6,146,중앙대학교
softcoffee,softcoffee,533,17,5,18,1548,서강대학교
softkleenex,softkleenex,1,0,0,0,9,경북대학교
sogangcse,sogangcse,1324,19,7,22,1899,서강대학교
sogangina26,sogangina26,100,0,1,8,378,서강대학교
sogur928,sogur928,428,0,5,18,1587,서울대학교
sohn0356,sohn0356,424,0,4,16,1404,숭실대학교
sohnryang,sohnryang,683,190,6,20,1717,POSTECH
sohwi,sohwi,66,0,1,6,140,국민대학교
sohyun22,sohyun22,195,0,2,11,678,아주대학교
sojang2000,sojang2000,226,0,3,14,1151,한양대학교
sol0955,sol0955,20,0,0,1,26,중앙대학교
sol312,sol312,56,0,1,7,253,서강대학교
solarmagic,solarmagic,2424,58,8,25,2201,한양대학교
solbin0737,solbin0737,67,0,1,6,160,한양대학교
soleil_eun,soleil_eun,279,0,3,14,1105,중앙대학교
solhee,solhee,103,0,1,8,307,국민대학교
solicat3380,solicat3380,748,0,4,16,1360,경북대학교
solid0x4b,solid0x4b,111,0,1,8,345,서울대학교
solion,solion,13,0,0,4,131,연세대학교
soljin8122,soljin8122,548,0,4,14,1076,중앙대학교
solorsystem1,solorsystem1,412,0,5,16,1355,경북대학교
solrin,solrin,65,0,0,11,837,숭실대학교
solsam10,solsam10,309,7,2,16,1473,숭실대학교
son336208,son336208,137,0,3,12,788,숭실대학교
son_hyunsuk,son_hyunsuk,26,0,1,2,29,아주대학교
sonah5009,sonah5009,9,0,0,0,17,성균관대학교
sonbe8704,sonbe8704,431,0,4,18,1625,경북대학교
sondaehyeon01,sondaehyeon01,557,14,5,16,1333,국민대학교
songagreen,songagreen,158,0,4,14,1137,숭실대학교
songchb,songchb,259,0,3,13,1020,한양대학교
songe08,songe08,224,0,3,13,886,숭실대학교
songgg461,songgg461,51,0,1,4,69,서강대학교
songjy377,songjy377,121,0,2,11,734,아주대학교
songsafterdark,songsafterdark,30,0,1,3,43,서울대학교
songsm921,songsm921,118,0,2,10,568,POSTECH
songsy0418,songsy0418,134,0,2,10,607,연세대학교
songuno1,songuno1,2967,0,6,21,1817,서울대학교
sonho00,sonho00,747,0,7,23,2057,성균관대학교
sonhs99,sonhs99,161,0,4,14,1086,중앙대학교
sonic6679,sonic6679,743,274,5,17,1480,숭실대학교
sonic707,sonic707,38,0,1,3,57,연세대학교
sonjbin,sonjbin,81,0,2,9,451,KAIST
sonjt00,sonjt00,397,0,6,18,1577,고려대학교
sonkp7,sonkp7,108,0,1,7,246,연세대학교
sonlag,sonlag,153,0,3,12,872,한양대학교
sonsh011106,sonsh011106,97,0,2,9,532,서울대학교
sonsu1210,sonsu1210,28,0,0,5,165,아주대학교
sontg123,sontg123,623,0,6,19,1691,숭실대학교
sonwon9,sonwon9,236,0,5,16,1338,국민대학교
sonyeinnn,sonyeinnn,15,0,0,1,18,연세대학교
sonyj97,sonyj97,184,0,2,11,792,서울대학교
soo_s2,soo_s2,138,0,3,12,855,성균관대학교
sooa884,sooa884,114,0,2,10,550,고려대학교
sooa971,sooa971,78,0,0,10,653,중앙대학교
soochem,soochem,169,0,0,14,1290,성균관대학교
soodaman,soodaman,7,0,0,0,11,중앙대학교
soohyun1389,soohyun1389,1,0,0,0,1,국민대학교
soojeong,soojeong,97,0,1,7,268,숭실대학교
sookcha,sookcha,34,0,1,4,68,국민대학교
soondu,soondu,145,0,1,9,471,서강대학교
soonduckim24,soonduckim24,263,0,4,15,1192,고려대학교
soongfish,soongfish,402,0,5,17,1464,한양대학교
soongsil_globalmedia,soongsil_globalmedia,104,0,2,9,427,숭실대학교
soonu0305,soonu0305,6,0,0,0,6,서강대학교
soonwook34,soonwook34,213,0,3,14,1080,숭실대학교
sooohyun,sooohyun,78,0,0,9,484,POSTECH
sootreeah,sootreeah,51,0,2,7,253,서울대학교
sooy,sooy,211,0,3,13,898,숭실대학교
sooy357,sooy357,88,0,1,7,286,국민대학교
sophialyj6304,sophialyj6304,0,0,0,0,0,연세대학교
sorahoshii,sorahoshii,139,0,2,10,628,중앙대학교
sorany56,sorany56,15,0,0,5,146,성균관대학교
sorielf,sorielf,219,0,2,12,823,연세대학교
sorij95,sorij95,32,0,1,3,39,서울대학교
sorious77,sorious77,539,0,4,15,1249,경북대학교
sos0911,sos0911,552,0,4,17,1482,고려대학교
sosoo,sosoo,904,6,6,18,1546,아주대학교
soul4927,soul4927,203,0,3,14,1053,서강대학교
sould628,sould628,148,0,2,11,798,서울대학교
soultreelovers,soultreelovers,203,0,4,13,849,숭실대학교
soundee,soundee,83,0,2,10,550,고려대학교
sounhs2000,sounhs2000,233,0,4,16,1351,숭실대학교
sounmu,sounmu,191,0,2,11,716,고려대학교
soupsoup8,soupsoup8,51,0,1,6,138,연세대학교
soushirou,soushirou,69,0,1,6,198,KAIST
sowon1110,sowon1110,33,0,1,3,44,서강대학교
soybean33,soybean33,749,0,5,17,1398,연세대학교
soye0710,soye0710,271,0,2,13,980,국민대학교
soyeon207,soyeon207,12,0,0,2,77,성균관대학교
soykim99,soykim99,461,0,4,16,1299,성균관대학교
soyuz67,soyuz67,623,0,4,16,1287,고려대학교
spacedog21,spacedog21,44,0,1,4,81,중앙대학교
spacedoge,spacedoge,18,0,0,1,18,서울대학교
spagettimaker,spagettimaker,18,0,0,6,192,POSTECH
spaghettigenerat0r,spaghettigenerat0r,727,64,5,20,1751,숭실대학교
sparkjy18,sparkjy18,714,0,5,17,1499,서강대학교
spat,spat,1105,0,8,22,1908,서울대학교
spatially,spatially,318,0,3,11,702,국민대학교
spblue4422,spblue4422,83,0,0,10,637,고려대학교
speakingpotato,speakingpotato,70,0,1,7,234,고려대학교
specidiee,specidiee,831,23,6,20,1706,서울대학교
spectaclehong,spectaclehong,1728,51,7,26,2319,아주대학교
spectat,spectat,160,0,3,12,759,국민대학교
spes2you,spes2you,160,0,2,12,912,한양대학교
spicyshrimp171,spicyshrimp171,930,258,6,23,2036,서울대학교
spin2790,spin2790,679,42,5,18,1508,서울대학교
spire99,spire99,347,0,4,16,1343,성균관대학교
spiverain02,spiverain02,20,0,0,5,138,중앙대학교
spjh14512,spjh14512,639,1,5,17,1397,고려대학교
splanky0314,splanky0314,269,0,3,13,985,서강대학교
spmjoon516,spmjoon516,126,0,3,11,684,POSTECH
spongbob9876,spongbob9876,193,0,0,16,1545,고려대학교
spotted_hyena,spotted_hyena,9,0,0,1,42,고려대학교
sppehodu,sppehodu,43,0,1,5,105,중앙대학교
spring2,spring2,319,0,4,16,1403,서강대학교
springofbird,springofbird,535,0,3,13,971,서강대학교
sprout_429,sprout_429,526,114,5,24,2126,고려대학교
sqrtrev,sqrtrev,69,0,1,6,202,고려대학교
squidsquidai,squidsquidai,81,0,1,7,238,서울대학교
sr04402,sr04402,111,0,0,13,1095,서강대학교
sr3gm,sr3gm,3944,155,6,21,1791,한양대학교
sr5757,sr5757,228,0,4,15,1286,중앙대학교
srand,srand,2209,73,6,24,2118,고려대학교
srcds,srcds,356,0,2,12,766,서강대학교
srcho01,srcho01,342,0,4,14,1010,국민대학교
srdx_grind,srdx_grind,22,0,0,6,253,성균관대학교
sroo2315,sroo2315,93,0,0,10,733,한양대학교
srpark13,srpark13,325,2,5,17,1464,연세대학교
ss0526,ss0526,859,4,5,17,1404,경북대학교
ss62615,ss62615,180,0,1,13,1120,숭실대학교
ssangjun706,ssangjun706,226,0,4,14,1083,고려대학교
ssao565,ssao565,184,0,3,11,722,서울대학교
ssassaium,ssassaium,37,0,0,7,325,국민대학교
ssb2ss,ssb2ss,383,0,3,13,858,국민대학교
ssbin0914,ssbin0914,109,0,4,12,874,고려대학교
ssbin4,ssbin4,176,0,2,13,1012,POSTECH
ssdaze,ssdaze,537,0,7,21,1910,연세대학교
ssen1994,ssen1994,83,0,1,7,303,국민대학교
sseukssak,sseukssak,35,0,1,4,74,연세대학교
ssffwert,ssffwert,705,0,3,15,1207,국민대학교
ssfoxs,ssfoxs,29,0,1,2,39,아주대학교
sshark99,sshark99,63,0,2,8,369,아주대학교
sshee1998,sshee1998,22,0,0,2,53,서강대학교
sshhhh107,sshhhh107,403,0,2,11,599,고려대학교
sshs29hanul,sshs29hanul,488,110,8,26,2321,고려대학교
sshun21,sshun21,70,0,1,7,238,국민대학교
ssinsaram2,ssinsaram2,404,0,2,11,729,숭실대학교
ssinsch,ssinsch,65,0,2,6,182,고려대학교
ssjjss,ssjjss,692,12,4,16,1346,숭실대학교
ssk7808,ssk7808,31,0,0,5,166,서강대학교
sskimin4,sskimin4,320,0,4,15,1296,서강대학교
sskk628,sskk628,3,0,0,0,3,POSTECH
sskk713,sskk713,197,0,3,13,1035,아주대학교
ssks1013,ssks1013,196,0,0,15,1324,경북대학교
ssly1133,ssly1133,59,0,0,10,610,성균관대학교
ssm7930,ssm7930,47,0,0,9,467,숭실대학교
ssol0319,ssol0319,497,4,5,17,1393,중앙대학교
ssomn,ssomn,273,0,1,9,474,중앙대학교
ssong1940,ssong1940,174,0,2,11,702,경북대학교
ssonpull519,ssonpull519,100,0,1,9,501,서울대학교
ssoo2024,ssoo2024,385,0,4,16,1407,아주대학교
sss02030,sss02030,273,6,5,16,1278,중앙대학교
sssaysssay,sssaysssay,127,0,2,11,707,연세대학교
sssfffd,sssfffd,43,0,0,8,453,중앙대학교
sssheen2,sssheen2,117,0,0,12,917,한양대학교
sssheen3,sssheen3,20,0,0,1,27,고려대학교
ssung9404,ssung9404,151,0,1,13,1039,고려대학교
ssunggun2,ssunggun2,56,0,1,6,135,서울대학교
ssunoo,ssunoo,151,0,3,11,741,성균관대학교
ssuphb,ssuphb,110,0,1,7,273,숭실대학교
ssupotato,ssupotato,1,0,0,0,1,숭실대학교
ssw02238,ssw02238,129,0,1,11,753,연세대학교
sswseo1085,sswseo1085,3,0,0,0,5,한양대학교
ssy1559,ssy1559,9,0,0,1,30,고려대학교
ssy825,ssy825,25,0,0,6,244,POSTECH
ssy8745,ssy8745,42,0,1,5,109,아주대학교
st42597,st42597,2008,270,7,22,1950,성균관대학교
stabilizer_h,stabilizer_h,457,8,6,24,2152,서울대학교
stableho,stableho,50,0,1,5,105,고려대학교
staischk,staischk,156,0,2,10,587,KAIST
stajw,stajw,175,0,2,13,966,고려대학교
stakritas,stakritas,169,0,2,11,669,고려대학교
stam0325,stam0325,297,54,5,16,1344,중앙대학교
standingbell,standingbell,305,19,4,16,1382,연세대학교
stanhong,stanhong,72,0,3,10,516,숭실대학교
staphaniek,staphaniek,375,0,3,16,1480,고려대학교
star2lee,star2lee,55,0,1,5,99,성균관대학교
starcat37,starcat37,402,0,2,12,806,고려대학교
starcloud2327,starcloud2327,184,0,2,12,839,중앙대학교
starday456,starday456,249,0,4,14,1054,KAIST
stardino99,stardino99,1158,12,5,16,1323,경북대학교
stareast2,stareast2,31,0,1,3,58,고려대학교
stareta1202,stareta1202,97,0,1,10,696,고려대학교
starfire7,starfire7,272,0,2,11,629,연세대학교
starjrm00,starjrm00,726,0,3,15,1247,KAIST
starkensin,starkensin,290,0,4,14,1103,서강대학교
starlett,starlett,1113,19,5,18,1591,한양대학교
starlight99,starlight99,136,0,2,9,488,국민대학교
starp321,starp321,96,0,0,12,936,숭실대학교
stars3621,stars3621,79,0,1,6,189,연세대학교
starson1,starson1,107,0,1,9,405,고려대학교
starsoulf,starsoulf,66,0,0,10,635,중앙대학교
start0821,start0821,197,0,3,13,949,KAIST
starwin,starwin,9,0,0,1,34,서울대학교
statco19,statco19,905,445,6,19,1667,연세대학교
static_sea,static_sea,524,0,4,15,1109,국민대학교
statqt,statqt,82,0,1,6,198,연세대학교
stb1436,stb1436,36,0,1,6,146,경북대학교
stberry8,stberry8,320,0,5,16,1324,연세대학교
stchuck,stchuck,166,0,3,12,769,연세대학교
stcr96,stcr96,34,0,1,3,47,숭실대학교
stdev17,stdev17,353,0,3,13,998,서울대학교
stebia,stebia,146,0,0,14,1236,경북대학교
stefanob11,stefanob11,152,0,1,11,727,한양대학교
stellar,stellar,78,0,1,7,233,국민대학교
step215,step215,353,0,4,15,1206,서울대학교
stepgywo,stepgywo,3,0,0,0,3,아주대학교
stephano63,stephano63,38,0,0,3,83,서울대학교
steptofly,steptofly,114,0,3,11,745,경북대학교
stet_stet,stet_stet,74,0,0,12,1033,서울대학교
steve2972,steve2972,99,0,5,15,1235,한양대학교
steve305,steve305,32,0,0,7,339,성균관대학교
steve7161,steve7161,888,0,4,15,1162,연세대학교
steven765,steven765,121,0,2,10,554,서울대학교
sth3353,sth3353,1429,50,7,21,1782,중앙대학교
sti2100,sti2100,152,0,3,12,776,서울대학교
stkim6481,stkim6481,195,0,1,9,407,성균관대학교
stome159,stome159,330,1,5,16,1330,중앙대학교
stommy23,stommy23,42,0,1,4,77,경북대학교
stone0102,stone0102,356,0,2,10,502,서강대학교
stonecreek,stonecreek,7,0,0,0,7,연세대학교
stonejjun03,stonejjun03,1523,295,9,27,2372,고려대학교
stop1one,stop1one,177,0,2,11,756,고려대학교
storkycold,storkycold,442,0,2,12,790,고려대학교
strangequark,strangequark,146,0,2,11,662,서울대학교
striderade,striderade,162,0,1,9,443,고려대학교
strikef,strikef,91,0,0,10,693,연세대학교
strkoo06,strkoo06,51,0,1,6,159,국민대학교
strn18,strn18,562,0,5,16,1324,고려대학교
strongkrsu,strongkrsu,383,0,4,14,1039,숭실대학교
stubborngastropod,stubborngastropod,205,0,4,15,1149,연세대학교
studioh,studioh,318,0,3,16,1472,고려대학교
studioone,studioone,200,0,2,10,526,서강대학교
studyelectronic,studyelectronic,129,0,1,11,709,중앙대학교
studyhard,studyhard,457,0,4,15,1152,아주대학교
style9604,style9604,14,0,0,4,111,아주대학교
styu17,styu17,96,0,3,11,699,서울대학교
styy1124,styy1124,143,0,3,11,731,아주대학교
su5468,su5468,477,0,5,17,1396,고려대학교
su9130,su9130,557,0,3,13,894,숭실대학교
suamzzz,suamzzz,95,0,0,13,1144,고려대학교
sub09065,sub09065,41,0,1,4,67,경북대학교
subin1031,subin1031,738,42,6,19,1599,고려대학교
subin_282,subin_282,186,0,2,11,657,중앙대학교
subinium,subinium,3193,21,7,23,1997,서울대학교
sucat0,sucat0,105,0,4,12,818,숭실대학교
suchan7311,suchan7311,222,0,3,13,952,아주대학교
sudalasan,sudalasan,202,0,2,13,956,아주대학교
sue6110,sue6110,42,0,1,4,87,연세대학교
sugosugo222,sugosugo222,1,0,0,0,1,숭실대학교
suh0419,suh0419,177,0,2,12,834,서울대학교
suh1088,suh1088,83,0,1,8,385,한양대학교
suhannine,suhannine,42,0,1,5,114,서울대학교
suhbokeon,suhbokeon,48,0,1,4,74,경북대학교
suho9553,suho9553,128,0,1,8,305,고려대학교
suhyunkimbb,suhyunkimbb,252,0,3,13,972,숭실대학교
suin810,suin810,254,0,3,13,919,서강대학교
suji4175,suji4175,1,0,0,0,1,연세대학교
sujin,sujin,1868,19,7,25,2192,성균관대학교
sujin9701,sujin9701,241,0,4,15,1250,숭실대학교
sujong0220,sujong0220,40,0,1,6,232,한양대학교
sukam09,sukam09,609,0,5,16,1303,성균관대학교
sukh1222,sukh1222,715,124,10,30,2528,서울대학교
sukha5364,sukha5364,397,5,5,17,1490,경북대학교
sukhoon912,sukhoon912,157,0,1,7,219,숭실대학교
sukhyun1017,sukhyun1017,33,0,0,6,201,고려대학교
sukim97,sukim97,310,0,3,14,1013,한양대학교
sukkie95,sukkie95,273,40,4,17,1487,KAIST
suminjs,suminjs,31,0,0,3,75,서울대학교
suminkim1317,suminkim1317,57,0,2,7,306,성균관대학교
suminworld,suminworld,23,0,0,1,34,연세대학교
summary71,summary71,8,0,0,2,53,국민대학교
summerluna,summerluna,206,0,2,14,1159,서강대학교
summit1230,summit1230,56,0,1,5,101,연세대학교
sun0728woo,sun0728woo,488,0,4,15,1194,연세대학교
sun498584,sun498584,18,0,0,1,36,숭실대학교
sun6782,sun6782,472,0,5,16,1364,중앙대학교
sun_create,sun_create,475,9,5,16,1252,연세대학교
sunberbee123,sunberbee123,62,0,1,7,303,국민대학교
suncar1000,suncar1000,75,0,1,8,365,서강대학교
sundae19,sundae19,292,0,4,13,940,성균관대학교
sung1104hyun,sung1104hyun,588,0,4,15,1249,한양대학교
sung9600,sung9600,90,0,1,9,543,성균관대학교
sung97338,sung97338,23,0,0,5,176,한양대학교
sungha726,sungha726,312,0,4,13,905,고려대학교
sungheeboy,sungheeboy,653,0,6,22,1925,서울대학교
sunghwan19,sunghwan19,325,0,1,15,1364,한양대학교
sunghyeck17,sunghyeck17,968,130,6,20,1715,KAIST
sungil9561,sungil9561,114,0,0,12,894,성균관대학교
sungjae0506,sungjae0506,1000,0,4,16,1355,서울대학교
sungjaecho97,sungjaecho97,183,0,2,12,830,숭실대학교
sungjinjjang,sungjinjjang,34,0,0,8,420,KAIST
sungjk1999,sungjk1999,149,0,3,13,915,서강대학교
sungjun0208,sungjun0208,190,0,2,11,649,숭실대학교
sungpyo9053,sungpyo9053,221,0,3,15,1200,국민대학교
sungsoo3220,sungsoo3220,97,0,2,8,292,아주대학교
sungsu0718,sungsu0718,131,0,1,11,723,아주대학교
sunho010402,sunho010402,18,0,0,3,91,성균관대학교
sunho0371,sunho0371,838,1,8,23,2037,KAIST
sunhoyum,sunhoyum,164,0,2,13,952,서강대학교
sunj0226,sunj0226,70,0,1,7,226,연세대학교
sunjbs98,sunjbs98,371,0,2,15,1342,국민대학교
sunkim09,sunkim09,49,0,0,6,246,성균관대학교
sunkyuj,sunkyuj,566,0,5,17,1441,성균관대학교
sunnydays15,sunnydays15,138,0,2,9,479,아주대학교
suno,suno,219,0,4,14,1082,고려대학교
sunsal0704,sunsal0704,566,1,4,16,1410,서강대학교
sunsky0103,sunsky0103,22,0,0,2,64,고려대학교
sunung007,sunung007,71,0,1,8,410,한양대학교
sunwo1224,sunwo1224,26,0,0,2,40,고려대학교
sup1214,sup1214,186,0,2,11,739,고려대학교
supark4170,supark4170,272,0,4,15,1210,성균관대학교
supaul97,supaul97,392,0,4,14,1053,중앙대학교
superbottlegod,superbottlegod,139,0,3,13,1026,중앙대학교
